doc_id,carb_pred,description,country,queries,carb,fat,energy,protein,carb_mae,carb_mae_norm,fat_pred,fat_mae,fat_mae_norm,energy_pred,energy_mae,energy_mae_norm,protein_pred,protein_mae,protein_mae_norm
347,134.3,"['CABBAGE ROLLS STUFFED WITH MEAT', 'CHICKEN SOUP', 'SPONGE CAKE']",ROU,"For lunch, I enjoyed a 176.1g sponge cake along with 347.5g of cabbage rolls stuffed with meat and 458.2g of chicken soup.",142.5,82.2,1593.0,74.60000000000001,8.199999999999989,0.16004065459794642,54.8,27.400000000000006,2.036460524470622,1220.0,373.0,1.0077611730913034,66.4,8.200000000000003,0.6752704344664496
348,78.6,"['CHICKEN SOUP', 'POTATOES WITH MEAT']",ROU,Lunch today includes 382 grams of chicken soup and 378 grams of potatoes with meat.,58.7,78.9,1155.0,54.1,19.89999999999999,0.3883913446950167,18.1,60.800000000000004,4.518861309774226,670.0,485.0,1.3103597022768958,36.3,17.800000000000004,1.4658309431100978
368,92.5,"['Macaroni with goat and vegetable oil', 'Tunisian brick with turkey and vegetable oil', 'Wheat bread and rolls, white (refined flour)']",TUN,"I ate 89.7g of macaroni prepared with goat and vegetable oil and 92.1g of a Tunisian brick stuffed with turkey and vegetable oil for lunch. Plus, I had 50g of white bread.",55.49999999999999,22.17,500.0,23.42,37.00000000000001,0.722134660990735,30.9,8.729999999999997,0.6488430795119897,1045.0,545.0,1.4724660571977488,28.1,4.68,0.38539824796377836
373,52.3,"['Chapatti, brown rice flour with ghee', 'Mango pickle', 'Potato curry']",PAK,"I'm enjoying 122.6g of chapatti with ghee, paired with 35.6g of mango pickle and 18.4g of potato curry for dinner.",113.0,23.700000000000003,713.0,10.8,60.7,1.1846911870848003,15.1,8.600000000000003,0.6391810405272755,408.0,305.0,0.8240406375143365,6.1,4.700000000000001,0.3870452490234528
374,51.8,"['Chapatti, brown rice flour with ghee', 'Green gram, split, curry', 'Potato curry']",PAK,"For lunch, I have 122.6 grams of chapatti with ghee, along with a small serving of 10.2g split green gram curry and 18.4g potato curry.",111.3,8.9,576.0,10.7,59.5,1.1612706034851008,13.1,4.199999999999999,0.3121581825830879,356.0,220.0,0.5943899680431279,8.1,2.599999999999999,0.2141101377576546
384,30.8,"['COCONUT OIL', 'FISH FINGER RECIPE USING TUNA FISH, BAKED', 'PORK LOIN CHOP, FRIED', 'PORK PLATE FLAT, SAUTEED', 'RICE, WHITE, BOILED/STEAMED', 'WHEAT NOODLES, COOKED', 'YAM BEAN, PODS, SAUTEED']",PHL,"For dinner, I'm having 6.8g of coconut oil, 15g of baked fish fingers made with tuna fish, 40g of fried pork loin chop, 3.3g of sautéed pork plate flat, 84g of boiled white rice, 32g of cooked wheat noodles, and 0.8g of sautéed yam bean pods.",43.0,38.290000000000006,627.0,26.22,12.2,0.238109266596945,15.92,22.370000000000005,1.6626139391389712,368.0,259.0,0.6997590987416825,18.1,8.119999999999997,0.6686824302277521
388,-1.0,"['PELARGON, WITH IRON', 'SUGAR, WHITE, REFINED']",PHL,"For my snack, I’m having 96g of pelargon along with 8.8g of refined sugar.",64.11,16.32,472.0,15.84,65.11,1.270761831813696,-1.0,17.32,1.2872808862712104,-1.0,473.0,1.277938431292725,3.84,12.0,0.9882006358045601
389,92.8,"['HORSE RADISH TREE LEAVES, BOILED', 'LARD', 'LONG JAWED ANCHOVY, DRIED, BOILED', 'PORK PLATE FLAT, FRIED', 'RICE, WHITE, BOILED/STEAMED', 'SOFTDRINKS (COCA-COLA)', 'SQUASH, FRUIT, YELLOW BOILED', 'TARO, BOILED']",PHL,"For lunch, I had 11.7g of boiled horseradish tree leaves, 10.2g of lard, 1.6g of dried boiled long jawed anchovy, 60.0g of fried pork plate flat, 225.0g of boiled white rice, 240.0g of Coca-Cola soft drink, 11.7g of boiled yellow squash, and 15.6g of boiled taro.",96.23,64.49999999999999,1068.0,22.33,3.430000000000007,0.06694383478914123,37.92,26.579999999999984,1.9755153554901126,1001.0,67.0,0.18101876299495262,23.1,0.770000000000003,0.06340954079745952
390,78.8,"['BEANS (BLACK, MULATTO, PURPLE, PINK, ETC.), NOT DETERMINED', 'BEEF LIVER, COOKING WITH FATS/OILS', 'BEETROOT, COOKING WITHOUT FATS/OILS', 'CARROT, RAW', 'KALE, RAW', 'WATER, NOT DETERMINED', 'WHOLE GRAIN RICE, NOT DETERMINED']",BRA,"For lunch, I had 140 grams of mixed black, mulatto, purple, and pink beans, along with 70 grams of beef liver cooked in fats. I also had 120 grams of cooked beetroot, 36 grams of raw carrot, and 60 grams of raw kale. To drink, I had 150 grams of water and a side of 126 grams of whole grain rice.",67.88,11.25,452.0,28.44,10.920000000000002,0.21312731075726557,8.2,3.05,0.22668629925676623,548.0,96.0,0.2593701678733649,47.1,18.66,1.5366519886760908
402,148.2,"['Boiled coffee beans + salt', 'Corn bread, unleavened (â\x80\x98Qitaâ\x80\x99)', 'Ethiopian kale, boiled with oil + onion + salt']",ETH,"I started my day with 248 grams of boiled coffee beans and salt, along with 290g of corn bread and 210.2g of Ethiopian kale cooked with oil and onion.",166.20000000000002,21.7,622.0,19.5,18.00000000000003,0.3513087539954932,37.6,15.900000000000002,1.1817416912074046,-1.0,623.0,1.6832043185948578,30.1,10.600000000000001,0.8729105616273615
407,79.2,"['Porridge, barely flour']",ETH,I'm enjoying a snack of 108 grams of barley flour porridge.,22.7,6.8,162.0,2.6,56.5,1.102719144485852,2.16,4.64,0.34486046837750667,384.0,222.0,0.5997935132071565,10.8,8.200000000000001,0.6752704344664494
410,186.5,"['ARTIFICIAL BEVERAGE, LIQUID COMMERCIAL, ORANGE', 'BREAD, WATER-BASED', 'CEREAL ""CORAZON DE TRIGO"" ATOLE', 'MANGO COMMON, GREEN, RAW']",GTM,"For my snack, I had 230g of orange-flavored drink, along with 77g of water-based bread, 750g of atole cereal, and a bit of green mango weighing 43.5g.",176.38,11.42,882.0,21.110000000000003,10.120000000000005,0.19751358835746596,6.3,5.12,0.3805356892441453,-1.0,883.0,2.3856651899185546,15.5,5.610000000000003,0.46198379723863203
411,108.1,"['CHICKEN SOUP W/CHICKEN GIBLET, PASTA & LOROCO (FERNALDIA FIDDLE SHAPE)', 'TORTILLA, MAIZE BASED']",GTM,I'm snacking on 135g of maize-based tortilla and 387.1g of chicken soup that includes giblets and pasta.,130.11,13.31,750.0,30.56,22.01000000000002,0.4295725375244889,25.5,12.19,0.90600196325901,1005.0,255.0,0.6889520084136256,47.3,16.74,1.378539886947361
417,145.5,"['BEVERAGE, HORCHATA (RICE BASED) W/ CALABASH TREE FRUIT', 'BREAD WHEAT, SWEET', 'OATS W/MILK & SUGAR']",GTM,"This morning, I ate 250g of horchata, 250g of oats with milk and sugar, and a small 24g sweet wheat bread.",67.58,5.3,351.0,8.96,77.92,1.5207765617404883,13.1,7.8,0.5797223390828776,755.0,404.0,1.091516123133744,18.1,9.14,0.75267948427114
423,130.5,"['Porridge, water-based, wheat flour ']",STP,Dinner is 171 grams of porridge that's made with wheat flour and water.,27.36,5.64,166.0,1.88,103.14,2.012999160394173,0.5,5.14,0.38202215678025525,171.0,5.0,0.01350886291007109,5.1,3.219999999999999,0.26516717060755685
434,130.5,"['Apple Red', 'Rice Cooked', 'Small Cuttlefish Fried In Traditional Chili Paste', 'String Beans Stir Fried With Anchovies']",MYS,"For dinner, I have a red apple that weighs 120g, along with 280g of cooked rice, 112.2g of small cuttlefish fried with chili paste, and 190.34g of string beans stir-fried with anchovies.",113.96,19.03,741.0,27.450000000000003,16.540000000000006,0.32281371061585834,22.9,3.869999999999997,0.28763146823727365,1010.0,269.0,0.7267768245618247,47.6,20.15,1.6593535676218236
435,90.5,"['Fish Ball Fried', 'Mix Vegetables Stir Fried', 'Rice Cooked', 'Spanish Mackerel Fried']",MYS,"I’m having a dinner that includes 17.8g of fried fish balls, 97.7g of stir-fried mixed vegetables, 250g of cooked rice, and 99.3g of fried Spanish mackerel.",80.36999999999999,8.82,518.0,29.0,10.13000000000001,0.19770875988746356,28.8,19.98,1.4849810685738327,755.0,237.0,0.6403201019373697,47.3,18.299999999999997,1.5070059696019538
439,-1.0,['Curry Papaya'],MYS,I’m having a 564.28g serving of Curry Papaya for a snack.,38.120000000000005,19.82,367.0,9.23,39.120000000000005,0.7635110253502041,-1.0,20.82,1.5474127050904503,-1.0,368.0,0.9942523101812323,-1.0,10.23,0.8424410420233874
456,160.1,"['ARTIFICIAL BEVERAGE, POWDER W/WATER, LEMON FLAVOUR', 'BEANS, SOFT, PREPARED', 'COOKIE, WAFER', 'MIXED CEREALS DRINK (HORCHATA) W/MILK', 'WHITE RICE DISH, COOKED']",CRI,"For my dinner, I have 250g of a lemon-flavored artificial drink, 113.6g of soft beans, a 25g wafer cookie, 222g of cooked white rice, and a 267g mixed cereals drink with milk.",174.17,29.770000000000003,1118.0,36.42,14.069999999999993,0.2746063427064766,8.9,20.870000000000005,1.5511288739307254,794.0,324.0,0.8753743165726067,19.9,16.520000000000003,1.3604228752909446
466,61.8,"['Brinjal (badne kai) Bhaji', 'Chapati', 'Milk Tea', 'Red Gram Dhal or Sambar', 'Rice']",IND,"This morning, I had 77.6g of Brinjal Bhaji, along with a 52.7g chapati, 38.4g of milk tea, 29.3g of red gram dhal, and 69g of rice.",77.4,22.7,552.0,10.7,15.600000000000009,0.3044675867960938,5.1,17.6,1.3080914317767496,297.0,255.0,0.6889520084136256,8.3,2.399999999999998,0.19764012716091187
470,187.5,"['Cassava leaves, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt', 'Chives, PROCESS = Steaming', 'Mangoes, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Orange', 'Palm oil/fat, QUALITATIVE-INFO = Red', 'Porridge water based (ready to eat), INGREDIENT = Maize grain, QUALITATIVE-INFO = Hard', 'Salt', 'Stock cube or granulate, beef, PROCESS = Drying (dehydration), GENERIC-TERM = Other']",COD,"For breakfast, I had 127.8g of boiled cassava leaves with no added salt, 1.9g of steamed chives, 206.0g of raw mangoes, 61.9g of red palm oil, 729.0g of ready-to-eat maize porridge, 1.9g of salt, and 0.3g of dried beef stock cube.",260.1,75.2,1794.0,31.5,72.60000000000002,1.4169453077818208,66.5,8.700000000000003,0.6466133782078253,1461.0,333.0,0.8996902698107346,15.3,16.2,1.334070858336156
471,158.5,"['Chili peppers, PROCESS = Frying', 'Chives, PROCESS = Steaming', 'Dried starchy roots and tuber products, SOURCE-COMMODITIES = Cassava roots, PROCESS = Boiling, PROCESS = Steaming, PHYSICAL-STATE = Powder', 'Palm oil/fat, QUALITATIVE-INFO = Red', 'Salt', 'Smoked fish, SOURCE-COMMODITIES = Whitefishes or coregonus', 'Stock cube or granulate, beef, PROCESS = Drying (dehydration), GENERIC-TERM = Other', 'Sweet potato leaves, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt', 'Tomatoes, PROCESS = Boiling, QUALITATIVE-INFO = Ripe / mature, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Red']",COD,"For lunch, I'm having 2.2g of fried chili peppers, 17.4g of steamed chives, and 181.6g of boiled cassava root powder. I added 71.1g of red palm oil, 8.3g of salt, and 29.2g of smoked fish. I also included 1.9g of a beef stock cube, 309.1g of boiled sweet potato leaves, and 23.2g of boiled ripe tomatoes.",77.0,76.99999999999999,1100.0,21.6,81.5,1.5906479694795916,80.8,3.800000000000011,0.2824288318608899,1081.0,19.0,0.051333679058270146,15.5,6.100000000000001,0.5023353232006514
475,110.5,"['Chives, PROCESS = Steaming', 'Nut/seeds paste/emulsion/mass, SOURCE-COMMODITIES = Peanuts, PROCESS = Roasting', 'Okra, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt', 'Palm oil/fat, QUALITATIVE-INFO = Red', 'Porridge water based (ready to eat), INGREDIENT = Maize grain, QUALITATIVE-INFO = Hard', 'Salt', 'Solanacea, GENERIC-TERM = Other', 'Stock cube or granulate, beef, PROCESS = Drying (dehydration), GENERIC-TERM = Other']",COD,"For my lunch, I have 7.9 grams of chives that were steamed, 7.6 grams of peanut paste made from roasted peanuts, and 37.9 grams of boiled okra without any salt. I’m also using 3.2 grams of red palm oil, 427 grams of hard maize grain porridge, a sprinkle of salt at 0.8 grams, 47.3 grams of other Solanaceae, and 0.3 grams of beef stock granules.",127.2,13.599999999999998,674.0,17.400000000000002,16.700000000000003,0.32593645509581826,15.5,1.9000000000000021,0.1412144159304447,1683.0,1009.0,2.726088535252346,15.1,2.300000000000002,0.18940512186254085
476,54.8,"['Boiled eggs, SOURCE-COMMODITIES = Hen eggs', 'Chicken fresh meat, PROCESS = Boiling, QUALITATIVE-INFO = Dark, QUALITATIVE-INFO = Without added salt, PART-CONSUMED-ANALYSED = With skin', 'Chili peppers, PROCESS = Frying', 'Chives, PROCESS = Steaming', 'Garlic, PROCESS = Frying', 'Nut/seeds paste/emulsion/mass, SOURCE-COMMODITIES = Peanuts, PROCESS = Roasting', 'Palm oil/fat, QUALITATIVE-INFO = Red', 'Porridge water based (ready to eat), INGREDIENT = Maize grain, QUALITATIVE-INFO = Hard', 'Pumpkin seeds, PROCESS = Roasting, PHYSICAL-STATE = Whole/unsplit form, including artificial forms', 'Salt', 'Smoked fish, SOURCE-COMMODITIES = Whitefishes or coregonus', 'Stock cube or granulate, beef, PROCESS = Drying (dehydration), GENERIC-TERM = Other', 'Tomatoes, PHYSICAL-STATE = Paste', 'Tomatoes, PROCESS = Frying, QUALITATIVE-INFO = Red, QUALITATIVE-INFO = Ripe / mature']",COD,"For lunch, I had 33.1g of boiled eggs, 20.3g of boiled chicken with skin, and some fried chili peppers (0.4g). I also included 1.6g of steamed chives and 1.0g of fried garlic. To add a little more flavor, I tossed in some peanut paste (4.0g), a dollop of palm oil (3.4g), and a generous bowl of porridge (160.0g). I also snuck in 210.7g of roasted pumpkin seeds and a sprinkle of salt (1.6g). For an extra kick, I added some smoked fish (27.6g), a bit of beef stock (0.9g), and some tomato paste (1.2g) along with fried tomatoes (0.4g).",160.49999999999997,58.89999999999999,1361.0,57.50000000000001,105.69999999999997,2.0629630720735315,108.8,49.900000000000006,3.708736502594307,1550.0,189.0,0.5106350180006872,66.5,8.999999999999993,0.7411504768534194
477,128.9,"['Baking yeast', 'Cassava roots, PROCESS = Boiling', 'Dried starchy roots and tuber products, SOURCE-COMMODITIES = Cassava roots, PROCESS = Boiling, PROCESS = Steaming, PHYSICAL-STATE = Powder', 'Fermented tea infusion, INGREDIENT = Tap water, QUALITATIVE-INFO = Black', 'Palm oil/fat, QUALITATIVE-INFO = Red', 'Pumpkin seeds, PROCESS = Roasting, PHYSICAL-STATE = Whole/unsplit form, including artificial forms', 'Salt', 'Smoked fish, SOURCE-COMMODITIES = Whitefishes or coregonus', 'Tomatoes, PROCESS = Frying, QUALITATIVE-INFO = Red, QUALITATIVE-INFO = Ripe / mature', 'Wheat flour white, PROCESS = Boiling', 'White sugar']",COD,"For breakfast, I'm having 178 grams of boiled cassava roots, 5.2 grams of dried starchy roots and tuber products, 71.8 grams of roasted pumpkin seeds, 0.5 grams of baking yeast, 7.7 grams of fermented tea infusion with tap water, 26.5 grams of red palm oil, 3.0 grams of salt, 45.9 grams of smoked fish, 27.2 grams of ripe red tomatoes, 13.9 grams of white wheat flour, and 124.7 grams of white sugar.",238.2,46.6,1468.0,24.300000000000004,109.29999999999998,2.13322482287263,66.9,20.300000000000004,1.508764549151592,1081.0,387.0,1.0455859892395023,29.1,4.799999999999997,0.3952802543218238
482,30.5,"['Drink water/ Nam Deum', 'Milk powdered, Dumex (1-plus)/ Nom Phong Dumex', 'Nile tilapia, fried/ Cheun Pa Nile', 'Peari/ Mak Sali', 'Rice glutinous, polished, steamed/ Khao Niew']",LAO,"This morning, I’m enjoying 100 grams of water, 206.4 grams of Dumex powdered milk, 21.6 grams of fried Nile tilapia, 43.2 grams of pear, and 38.9 grams of steamed glutinous rice.",39.32,9.409999999999998,297.0,13.64,8.82,0.1721412894577914,15.3,5.890000000000002,0.4377646893843783,1345.0,1048.0,2.8314576659509005,54.1,40.46,3.3318831437210417
